Time Series ID,Data Point Date,Value,Comp TS Value,Is Proxy,Proxy Comments,Approved By
7.2E+12,04/27/2009,2.78,,,,
7.2E+12,04/28/2009,2.715,,,,
7.2E+12,04/29/2009,2.725,,,,
7.2E+12,04/30/2009,2.65,,,,
7.2E+12,05/01/2009,2.7,,,,
7.2E+12,05/04/2009,2.6975,,,,
7.2E+12,05/05/2009,2.8925,,,,
7.2E+12,05/06/2009,3.0775,,,,
7.2E+12,05/07/2009,3.0775,,,,
7.2E+12,05/08/2009,3.0775,,,,
7.2E+12,05/11/2009,3.0775,,,,
7.2E+12,05/12/2009,3.0775,,,,
7.2E+12,05/13/2009,3.0775,,,,
7.2E+12,05/14/2009,3.0775,,,,
7.2E+12,05/15/2009,3.0775,,,,
7.2E+12,05/18/2009,3.0775,,,,
7.2E+12,05/19/2009,3.0775,,,,
7.2E+12,05/20/2009,3.0775,,,,
7.2E+12,05/21/2009,3.0775,,,,
7.2E+12,05/22/2009,3.0775,,,,
7.2E+12,05/25/2009,3.0775,,,,
7.2E+12,05/26/2009,2.59,,,,
7.2E+12,05/27/2009,2.595,,,,
7.2E+12,05/28/2009,2.555,,,,
7.2E+12,05/29/2009,2.58,,,,
7.2E+12,06/01/2009,2.51,,,,
7.2E+12,06/02/2009,2.52,,,,
7.2E+12,06/03/2009,3.33,,,,
7.2E+12,06/04/2009,3.48,,,,
7.2E+12,06/05/2009,3.49,,,,
7.2E+12,06/08/2009,3.49,,,,
7.2E+12,06/09/2009,3.49,,,,
7.2E+12,06/10/2009,3.49,,,,
7.2E+12,06/11/2009,3.49,,,,
7.2E+12,06/12/2009,3.49,,,,
7.2E+12,06/15/2009,3.49,,,,
7.2E+12,06/16/2009,3.49,,,,
7.2E+12,06/17/2009,3.49,,,,
7.2E+12,06/18/2009,3.49,,,,
7.2E+12,06/19/2009,3.49,,,,
7.2E+12,06/22/2009,2.77,,,,
7.2E+12,06/23/2009,3.44,,,,
7.2E+12,06/24/2009,3.53,,,,
7.2E+12,06/25/2009,3.22,,,,
7.2E+12,06/26/2009,3.515,,,,
7.2E+12,06/29/2009,3.46,,,,
7.2E+12,06/30/2009,3.475,,,,
7.2E+12,07/01/2009,3.485,,,,
7.2E+12,07/02/2009,3.425,,,,
7.2E+12,07/03/2009,2.97,,,,
7.2E+12,07/06/2009,2.8825,,,,
7.2E+12,07/07/2009,2.9125,,,,
7.2E+12,07/08/2009,2.845,,,,
7.2E+12,07/09/2009,2.875,,,,
7.2E+12,07/10/2009,2.7775,,,,
7.2E+12,07/13/2009,2.7775,,,,
7.2E+12,07/14/2009,2.7775,,,,
7.2E+12,07/15/2009,2.7775,,,,
7.2E+12,07/16/2009,2.7775,,,,
7.2E+12,07/17/2009,2.7775,,,,
7.2E+12,07/20/2009,2.7775,,,,
7.2E+12,07/21/2009,2.7775,,,,
7.2E+12,07/22/2009,2.7775,,,,
7.2E+12,07/23/2009,2.7775,,,,
7.2E+12,07/24/2009,2.7775,,,,
7.2E+12,07/27/2009,3.345,,,,
7.2E+12,07/28/2009,3.25,,,,
7.2E+12,07/29/2009,3.415,,,,
7.2E+12,07/30/2009,3.345,,,,
7.2E+12,07/31/2009,3.215,,,,
7.2E+12,08/03/2009,2.9375,,,,
7.2E+12,08/04/2009,3.02,,,,
7.2E+12,08/05/2009,2.9025,,,,
7.2E+12,08/06/2009,2.8525,,,,
7.2E+12,08/07/2009,2.9975,,,,
7.2E+12,08/10/2009,2.9975,,,,
7.2E+12,08/11/2009,2.9975,,,,
7.2E+12,08/12/2009,2.9975,,,,
7.2E+12,08/13/2009,2.9975,,,,
7.2E+12,08/14/2009,2.9975,,,,
7.2E+12,08/17/2009,2.9975,,,,
7.2E+12,08/18/2009,2.9975,,,,
7.2E+12,08/19/2009,3.325,,,,
7.2E+12,08/20/2009,3.285,,,,
7.2E+12,08/21/2009,3.075,,,,
7.2E+12,08/24/2009,2.845,,,,
7.2E+12,08/25/2009,2.375,,,,
7.2E+12,08/26/2009,2.515,,,,
7.2E+12,08/27/2009,2.3525,,,,
7.2E+12,08/28/2009,2.2925,,,,
7.2E+12,08/31/2009,2.62,,,,
7.2E+12,09/01/2009,1.5775,,,,
7.2E+12,09/02/2009,2.985,,,,
7.2E+12,09/03/2009,2.84,,,,
7.2E+12,09/04/2009,2.75,,,,
7.2E+12,09/07/2009,1.79,,,,
7.2E+12,09/08/2009,1.805,,,,
7.2E+12,09/09/2009,1.785,,,,
7.2E+12,09/10/2009,1.575,,,,
7.2E+12,09/11/2009,1.575,,,,
7.2E+12,09/14/2009,1.575,,,,
7.2E+12,09/15/2009,1.575,,,,
7.2E+12,09/16/2009,1.575,,,,
7.2E+12,09/17/2009,1.575,,,,
7.2E+12,09/18/2009,1.575,,,,
7.2E+12,09/21/2009,1.575,,,,
7.2E+12,09/22/2009,1.575,,,,
7.2E+12,09/23/2009,1.575,,,,
7.2E+12,09/24/2009,3.23,,,,
7.2E+12,09/25/2009,3.13,,,,
7.2E+12,09/28/2009,3.355,,,,
7.2E+12,09/29/2009,3.305,,,,
7.2E+12,09/30/2009,3.305,,,,
7.2E+12,10/01/2009,2.03,,,,
7.2E+12,10/02/2009,1.545,,,,
7.2E+12,10/05/2009,2.8125,,,,
7.2E+12,10/06/2009,2.8125,,,,
7.2E+12,10/07/2009,2.8125,,,,
7.2E+12,10/08/2009,2.8125,,,,
7.2E+12,10/09/2009,2.8125,,,,
7.2E+12,10/12/2009,2.8125,,,,
7.2E+12,10/13/2009,2.8125,,,,
7.2E+12,10/14/2009,2.8125,,,,
7.2E+12,10/15/2009,3.225,,,,
7.2E+12,10/16/2009,3.205,,,,
7.2E+12,10/19/2009,2.765,,,,
7.2E+12,10/20/2009,3.015,,,,
7.2E+12,10/21/2009,3.385,,,,
7.2E+12,10/22/2009,3.25,,,,
7.2E+12,10/23/2009,3.1,,,,
7.2E+12,10/26/2009,2.4325,,,,
7.2E+12,10/27/2009,2.4225,,,,
7.2E+12,10/28/2009,2.5425,,,,
7.2E+12,10/29/2009,2.1475,,,,
7.2E+12,10/30/2009,2.1825,,,,
7.2E+12,11/02/2009,3.435,,,,
7.2E+12,11/03/2009,3.255,,,,
7.2E+12,11/04/2009,3.31,,,,
7.2E+12,11/05/2009,3.19,,,,
7.2E+12,11/06/2009,3.225,,,,
7.2E+12,11/09/2009,2.305,,,,
7.2E+12,11/10/2009,3.37,,,,
7.2E+12,11/11/2009,3.355,,,,
7.2E+12,11/12/2009,3.275,,,,
7.2E+12,11/13/2009,3.245,,,,
7.2E+12,11/16/2009,2.535,,,,
7.2E+12,11/17/2009,2.295,,,,
7.2E+12,11/18/2009,2.2375,,,,
7.2E+12,11/19/2009,2.2275,,,,
7.2E+12,11/20/2009,2.2025,,,,
7.2E+12,11/23/2009,2.2025,,,,
7.2E+12,11/24/2009,2.2025,,,,
7.2E+12,11/25/2009,2.2025,,,,
7.2E+12,11/26/2009,2.2025,,,,
7.2E+12,11/27/2009,2.2025,,,,
7.2E+12,11/30/2009,2.2025,,,,
7.2E+12,12/01/2009,2.2025,,,,
7.2E+12,12/02/2009,2.2025,,,,
7.2E+12,12/03/2009,2.2025,,,,
7.2E+12,12/04/2009,2.2025,,,,
7.2E+12,12/07/2009,2.2025,,,,
7.2E+12,12/08/2009,2.2025,,,,
7.2E+12,12/09/2009,2.2025,,,,
7.2E+12,12/10/2009,2.2025,,,,
7.2E+12,12/11/2009,2.2025,,,,
7.2E+12,12/14/2009,2.2025,,,,
7.2E+12,12/15/2009,2.2025,,,,
7.2E+12,12/16/2009,2.2025,,,,
7.2E+12,12/17/2009,2.2025,,,,
7.2E+12,12/18/2009,2.2025,,,,
7.2E+12,12/21/2009,2.2025,,,,
7.2E+12,12/22/2009,2.2025,,,,
7.2E+12,12/23/2009,2.2025,,,,
7.2E+12,12/24/2009,2.2025,,,,
7.2E+12,12/25/2009,2.2025,,,,
7.2E+12,12/28/2009,2.2025,,,,
7.2E+12,12/29/2009,2.2025,,,,
7.2E+12,12/30/2009,2.2025,,,,
7.2E+12,12/31/2009,2.2025,,,,
7.2E+12,01/01/2010,2.2025,,,,
7.2E+12,01/04/2010,2.2025,,,,
7.2E+12,01/05/2010,2.2025,,,,
7.2E+12,01/06/2010,2.2025,,,,
7.2E+12,01/07/2010,2.2025,,,,
7.2E+12,01/08/2010,2.2025,,,,
7.2E+12,01/11/2010,2.2025,,,,
7.2E+12,01/12/2010,2.2025,,,,
7.2E+12,01/13/2010,2.2025,,,,
7.2E+12,01/14/2010,2.2025,,,,
7.2E+12,01/15/2010,2.2025,,,,
7.2E+12,01/18/2010,3.335,,,,
7.2E+12,01/19/2010,2.38,,,,
7.2E+12,01/20/2010,2.26,,,,
7.2E+12,01/21/2010,2.645,,,,
7.2E+12,01/22/2010,3.3675,,,,
7.2E+12,01/25/2010,2.7775,,,,
7.2E+12,01/26/2010,2.4675,,,,
7.2E+12,01/27/2010,2.2825,,,,
7.2E+12,01/28/2010,2.1675,,,,
7.2E+12,01/29/2010,2.7575,,,,
7.2E+12,02/01/2010,2.7575,,,,
7.2E+12,02/02/2010,2.7575,,,,
7.2E+12,02/03/2010,3.245,,,,
7.2E+12,02/04/2010,3.3425,,,,
7.2E+12,02/05/2010,3.2375,,,,
7.2E+12,02/08/2010,3.2225,,,,
7.2E+12,02/09/2010,3.0725,,,,
7.2E+12,02/10/2010,2.8925,,,,
7.2E+12,02/11/2010,2.71,,,,
7.2E+12,02/12/2010,2.5225,,,,
7.2E+12,02/15/2010,2.345,,,,
7.2E+12,02/16/2010,2.5775,,,,
7.2E+12,02/17/2010,2.5775,,,,
7.2E+12,02/18/2010,2.5775,,,,
7.2E+12,02/19/2010,2.5775,,,,
7.2E+12,02/22/2010,2.7375,,,,
7.2E+12,02/23/2010,2.705,,,,
7.2E+12,02/24/2010,2.4975,,,,
7.2E+12,02/25/2010,2.3675,,,,
7.2E+12,02/26/2010,2.4175,,,,
7.2E+12,03/01/2010,3.3175,,,,
7.2E+12,03/02/2010,3.215,,,,
7.2E+12,03/03/2010,3.375,,,,
7.2E+12,03/04/2010,3.255,,,,
7.2E+12,03/05/2010,3.0275,,,,
7.2E+12,03/08/2010,2.3475,,,,
7.2E+12,03/09/2010,2.3275,,,,
7.2E+12,03/10/2010,2.1925,,,,
7.2E+12,03/11/2010,2.2975,,,,
7.2E+12,03/12/2010,2.3075,,,,
7.2E+12,03/15/2010,3.33,,,,
7.2E+12,03/16/2010,3.2575,,,,
7.2E+12,03/17/2010,3.3575,,,,
7.2E+12,03/18/2010,3.2275,,,,
7.2E+12,03/19/2010,3.0775,,,,
7.2E+12,03/22/2010,2.9275,,,,
7.2E+12,03/23/2010,3.355,,,,
7.2E+12,03/24/2010,3.19,,,,
7.2E+12,03/25/2010,3.1,,,,
7.2E+12,03/26/2010,3.3875,,,,
7.2E+12,03/29/2010,3.215,,,,
7.2E+12,03/30/2010,3.045,,,,
7.2E+12,03/31/2010,2.9825,,,,
7.2E+12,04/01/2010,2.5875,,,,
7.2E+12,04/02/2010,2.61,,,,
7.2E+12,04/05/2010,2.61,,,,
7.2E+12,04/06/2010,2.61,,,,
7.2E+12,04/07/2010,2.61,,,,
7.2E+12,04/08/2010,2.61,,,,
7.2E+12,04/09/2010,2.61,,,,
7.2E+12,04/12/2010,2.61,,,,
7.2E+12,04/13/2010,2.61,,,,
7.2E+12,04/14/2010,2.61,,,,
7.2E+12,04/15/2010,2.61,,,,
7.2E+12,04/16/2010,2.61,,,,
7.2E+12,04/19/2010,2.61,,,,
7.2E+12,04/20/2010,2.61,,,,
7.2E+12,04/21/2010,2.61,,,,
7.2E+12,04/22/2010,2.61,,,,
7.2E+12,04/23/2010,2.1475,,,,
7.2E+12,04/26/2010,2.0425,,,,
7.2E+12,04/27/2010,2.1525,,,,
7.2E+12,04/28/2010,3.3575,,,,
7.2E+12,04/29/2010,3.335,,,,
7.2E+12,04/30/2010,3.39,,,,
7.2E+12,05/03/2010,3.385,,,,
7.2E+12,05/04/2010,3.345,,,,
7.2E+12,05/05/2010,3.3,,,,
7.2E+12,05/06/2010,3.315,,,,
7.2E+12,05/07/2010,3.28,,,,
7.2E+12,05/10/2010,3.37,,,,
7.2E+12,05/11/2010,3.395,,,,
7.2E+12,05/12/2010,3.335,,,,
7.2E+12,05/13/2010,3.385,,,,
7.2E+12,05/14/2010,3.2925,,,,
7.2E+12,05/17/2010,3.3975,,,,
7.2E+12,05/18/2010,3.4125,,,,
7.2E+12,05/19/2010,3.38,,,,
7.2E+12,05/20/2010,3.415,,,,
7.2E+12,05/21/2010,3.4025,,,,
7.2E+12,05/24/2010,3.4075,,,,
7.2E+12,05/25/2010,3.4175,,,,
7.2E+12,05/26/2010,3.255,,,,
7.2E+12,05/27/2010,3.4075,,,,
7.2E+12,05/28/2010,3.3275,,,,
7.2E+12,05/31/2010,3.2125,,,,
7.2E+12,06/01/2010,3.3775,,,,
7.2E+12,06/02/2010,3.2675,,,,
7.2E+12,06/03/2010,3.0925,,,,
7.2E+12,06/04/2010,3.4025,,,,
7.2E+12,06/07/2010,3.405,,,,
7.2E+12,06/08/2010,3.38,,,,
7.2E+12,06/09/2010,3.385,,,,
7.2E+12,06/10/2010,3.2925,,,,
7.2E+12,06/11/2010,3.4025,,,,
7.2E+12,06/14/2010,3.2125,,,,
7.2E+12,06/15/2010,3.3475,,,,
7.2E+12,06/16/2010,3.3725,,,,
7.2E+12,06/17/2010,3.2625,,,,
7.2E+12,06/18/2010,3.295,,,,
7.2E+12,06/21/2010,3.39,,,,
7.2E+12,06/22/2010,3.3525,,,,
7.2E+12,06/23/2010,3.2875,,,,
7.2E+12,06/24/2010,3.36,,,,
7.2E+12,06/25/2010,3.3825,,,,
7.2E+12,06/28/2010,3.3925,,,,
7.2E+12,06/29/2010,3.3075,,,,
7.2E+12,06/30/2010,3.3975,,,,
7.2E+12,07/01/2010,3.2825,,,,
7.2E+12,07/02/2010,3.2675,,,,
7.2E+12,07/05/2010,3.38,,,,
7.2E+12,07/06/2010,3.2725,,,,
7.2E+12,07/07/2010,3.4075,,,,
7.2E+12,07/08/2010,3.2725,,,,
7.2E+12,07/09/2010,3.385,,,,
7.2E+12,07/12/2010,3.2025,,,,
7.2E+12,07/13/2010,3.345,,,,
7.2E+12,07/14/2010,3.2,,,,
7.2E+12,07/15/2010,3.0425,,,,
7.2E+12,07/16/2010,3.0625,,,,
7.2E+12,07/19/2010,2.8325,,,,
7.2E+12,07/20/2010,2.8525,,,,
7.2E+12,07/21/2010,3.3125,,,,
7.2E+12,07/22/2010,3.215,,,,
7.2E+12,07/23/2010,3.4175,,,,
7.2E+12,07/26/2010,3.1075,,,,
7.2E+12,07/27/2010,2.345,,,,
7.2E+12,07/28/2010,3.345,,,,
7.2E+12,07/29/2010,3.18,,,,
7.2E+12,07/30/2010,3.3875,,,,
7.2E+12,08/02/2010,3.0125,,,,
7.2E+12,08/03/2010,2.45,,,,
7.2E+12,08/04/2010,3.28,,,,
7.2E+12,08/05/2010,3.13,,,,
7.2E+12,08/06/2010,3.095,,,,
7.2E+12,08/09/2010,1.92,,,,
7.2E+12,08/10/2010,1.9275,,,,
7.2E+12,08/11/2010,1.93,,,,
7.2E+12,08/12/2010,1.9225,,,,
7.2E+12,08/13/2010,1.925,,,,
7.2E+12,08/16/2010,1.92,,,,
7.2E+12,08/17/2010,1.92,,,,
7.2E+12,08/18/2010,1.925,,,,
7.2E+12,08/19/2010,1.9275,,,,
7.2E+12,08/20/2010,1.935,,,,
7.2E+12,08/23/2010,1.9275,,,,
7.2E+12,08/24/2010,1.925,,,,
7.2E+12,08/25/2010,1.9475,,,,
7.2E+12,08/26/2010,1.9625,,,,
7.2E+12,08/27/2010,1.9325,,,,
7.2E+12,08/30/2010,1.98,,,,
7.2E+12,08/31/2010,1.925,,,,
7.2E+12,09/01/2010,1.925,,,,
7.2E+12,09/02/2010,1.9275,,,,
7.2E+12,09/03/2010,1.9275,,,,
7.2E+12,09/06/2010,1.9275,,,,
7.2E+12,09/07/2010,1.9275,,,,
7.2E+12,09/08/2010,1.9275,,,,
7.2E+12,09/09/2010,1.9275,,,,
7.2E+12,09/10/2010,1.9275,,,,
7.2E+12,09/13/2010,1.9275,,,,
7.2E+12,09/14/2010,1.9275,,,,
7.2E+12,09/15/2010,1.9275,,,,
7.2E+12,09/16/2010,1.9275,,,,
7.2E+12,09/17/2010,1.9275,,,,
7.2E+12,09/20/2010,1.9275,,,,
7.2E+12,09/21/2010,1.9275,,,,
7.2E+12,09/22/2010,1.9275,,,,
7.2E+12,09/23/2010,1.9275,,,,
7.2E+12,09/24/2010,1.9275,,,,
7.2E+12,09/27/2010,1.9275,,,,
7.2E+12,09/28/2010,1.9275,,,,
7.2E+12,09/29/2010,1.9275,,,,
7.2E+12,09/30/2010,1.9275,,,,
7.2E+12,10/01/2010,1.9275,,,,
7.2E+12,10/04/2010,1.9275,,,,
7.2E+12,10/05/2010,1.9275,,,,
7.2E+12,10/06/2010,2.245,,,,
7.2E+12,10/07/2010,2.2275,,,,
7.2E+12,10/08/2010,2.23,,,,
7.2E+12,10/11/2010,2.2175,,,,
7.2E+12,10/12/2010,2.215,,,,
7.2E+12,10/13/2010,2.215,,,,
7.2E+12,10/14/2010,2.2,,,,
7.2E+12,10/15/2010,2.18,,,,
7.2E+12,10/18/2010,2.2025,,,,
7.2E+12,10/19/2010,2.175,,,,
7.2E+12,10/20/2010,2.2125,,,,
7.2E+12,10/21/2010,1.915,,,,
7.2E+12,10/22/2010,2.0475,,,,
7.2E+12,10/25/2010,2.05,,,,
7.2E+12,10/26/2010,2.045,,,,
7.2E+12,10/27/2010,2.035,,,,
7.2E+12,10/28/2010,2.0475,,,,
7.2E+12,10/29/2010,2.0375,,,,
7.2E+12,11/01/2010,1.9775,,,,
7.2E+12,11/02/2010,2.0175,,,,
7.2E+12,11/03/2010,2.0475,,,,
7.2E+12,11/04/2010,2.0425,,,,
7.2E+12,11/05/2010,2.0625,,,,
7.2E+12,11/08/2010,2.04,,,,
7.2E+12,11/09/2010,1.9825,,,,
7.2E+12,11/10/2010,2.0575,,,,
7.2E+12,11/11/2010,2.06,,,,
7.2E+12,11/12/2010,2.0625,,,,
7.2E+12,11/15/2010,2.065,,,,
7.2E+12,11/16/2010,2.08,,,,
7.2E+12,11/17/2010,2.07,,,,
7.2E+12,11/18/2010,2.09,,,,
7.2E+12,11/19/2010,2.07,,,,
7.2E+12,11/22/2010,2.085,,,,
7.2E+12,11/23/2010,2.08,,,,
7.2E+12,11/24/2010,2.07,,,,
7.2E+12,11/25/2010,2.08,,,,
7.2E+12,11/26/2010,2.08,,,,
7.2E+12,11/29/2010,2.0625,,,,
7.2E+12,11/30/2010,2.2975,,,,
7.2E+12,12/01/2010,2.2875,,,,
7.2E+12,12/02/2010,2.3,,,,
7.2E+12,12/03/2010,2.4775,,,,
7.2E+12,12/06/2010,2.3025,,,,
7.2E+12,12/07/2010,2.1625,,,,
7.2E+12,12/08/2010,2.1575,,,,
7.2E+12,12/09/2010,2.1525,,,,
7.2E+12,12/10/2010,2.0625,,,,
7.2E+12,12/13/2010,2.075,,,,
7.2E+12,12/14/2010,2.0575,,,,
7.2E+12,12/15/2010,2.0525,,,,
7.2E+12,12/16/2010,2.0625,,,,
7.2E+12,12/17/2010,2.0875,,,,
7.2E+12,12/20/2010,2.1025,,,,
7.2E+12,12/21/2010,2.1075,,,,
7.2E+12,12/22/2010,2.0675,,,,
7.2E+12,12/23/2010,2.0725,,,,
7.2E+12,12/24/2010,2.0925,,,,
7.2E+12,12/27/2010,2.1075,,,,
7.2E+12,12/28/2010,2.0525,,,,
7.2E+12,12/29/2010,2.0425,,,,
7.2E+12,12/30/2010,2.0475,,,,
7.2E+12,12/31/2010,2.0875,,,,
7.2E+12,01/03/2011,2.0925,,,,
7.2E+12,01/04/2011,2.1125,,,,
7.2E+12,01/05/2011,2.0025,,,,
7.2E+12,01/06/2011,1.9275,,,,
7.2E+12,01/07/2011,2.0125,,,,
7.2E+12,01/10/2011,1.9575,,,,
7.2E+12,01/11/2011,1.9875,,,,
7.2E+12,01/12/2011,1.9775,,,,
7.2E+12,01/13/2011,1.8825,,,,
7.2E+12,01/14/2011,1.91,,,,
7.2E+12,01/17/2011,1.9925,,,,
7.2E+12,01/18/2011,2.0475,,,,
7.2E+12,01/19/2011,1.9975,,,,
7.2E+12,01/20/2011,2.0225,,,,
7.2E+12,01/21/2011,1.8525,,,,
7.2E+12,01/24/2011,1.4175,,,,
7.2E+12,01/25/2011,1.8125,,,,
7.2E+12,01/26/2011,1.7625,,,,
7.2E+12,01/27/2011,1.9875,,,,
7.2E+12,01/28/2011,2.1075,,,,
7.2E+12,01/31/2011,2.1325,,,,
7.2E+12,02/01/2011,2.1775,,,,
7.2E+12,02/02/2011,2.0475,,,,
7.2E+12,02/03/2011,2.1525,,,,
7.2E+12,02/04/2011,2.0175,,,,
7.2E+12,02/07/2011,1.9925,,,,
7.2E+12,02/08/2011,1.9975,,,,
7.2E+12,02/09/2011,1.98,,,,
7.2E+12,02/10/2011,2.0325,,,,
7.2E+12,02/11/2011,2.0175,,,,
7.2E+12,02/14/2011,1.9825,,,,
7.2E+12,02/15/2011,1.8725,,,,
7.2E+12,02/16/2011,2.0225,,,,
7.2E+12,02/17/2011,2.0425,,,,
7.2E+12,02/18/2011,2.0475,,,,
7.2E+12,02/21/2011,1.9725,,,,
7.2E+12,02/22/2011,2.0025,,,,
7.2E+12,02/23/2011,2.0525,,,,
7.2E+12,02/24/2011,2.0275,,,,
7.2E+12,02/25/2011,2.0425,,,,
7.2E+12,02/28/2011,2.0125,,,,
7.2E+12,03/01/2011,2.0375,,,,
7.2E+12,03/02/2011,1.8475,,,,
7.2E+12,03/03/2011,1.9525,,,,
7.2E+12,03/04/2011,1.9625,,,,
7.2E+12,03/07/2011,1.9275,,,,
7.2E+12,03/08/2011,1.9625,,,,
7.2E+12,03/09/2011,1.8925,,,,
7.2E+12,03/10/2011,1.9475,,,,
7.2E+12,03/11/2011,1.8475,,,,
7.2E+12,03/14/2011,1.835,,,,
7.2E+12,03/15/2011,1.8975,,,,
7.2E+12,03/16/2011,1.8775,,,,
7.2E+12,03/17/2011,1.9225,,,,
7.2E+12,03/18/2011,1.9375,,,,
7.2E+12,03/21/2011,1.8275,,,,
7.2E+12,03/22/2011,1.8975,,,,
7.2E+12,03/23/2011,1.8525,,,,
7.2E+12,03/24/2011,1.9325,,,,
7.2E+12,03/25/2011,1.9825,,,,
7.2E+12,03/28/2011,1.8475,,,,
7.2E+12,03/29/2011,1.9575,,,,
7.2E+12,03/30/2011,1.905,,,,
7.2E+12,03/31/2011,1.9375,,,,
7.2E+12,04/01/2011,1.8675,,,,
7.2E+12,04/04/2011,1.8475,,,,
7.2E+12,04/05/2011,1.8675,,,,
7.2E+12,04/06/2011,1.8525,,,,
7.2E+12,04/07/2011,1.915,,,,
7.2E+12,04/08/2011,1.9275,,,,
7.2E+12,04/11/2011,1.9175,,,,
7.2E+12,04/12/2011,1.875,,,,
7.2E+12,04/13/2011,1.9425,,,,
7.2E+12,04/14/2011,1.925,,,,
7.2E+12,04/15/2011,1.8775,,,,
7.2E+12,04/18/2011,1.925,,,,
7.2E+12,04/19/2011,1.925,,,,
7.2E+12,04/20/2011,1.8675,,,,
7.2E+12,04/21/2011,1.9425,,,,
7.2E+12,04/22/2011,1.9675,,,,
7.2E+12,04/25/2011,1.9625,,,,
7.2E+12,04/26/2011,1.9275,,,,
7.2E+12,04/27/2011,1.9075,,,,
7.2E+12,04/28/2011,1.9475,,,,
7.2E+12,04/29/2011,1.8825,,,,
7.2E+12,05/02/2011,1.9575,,,,
7.2E+12,05/03/2011,1.9275,,,,
7.2E+12,05/04/2011,1.9675,,,,
7.2E+12,05/05/2011,1.9625,,,,
7.2E+12,05/06/2011,1.9525,,,,
7.2E+12,05/09/2011,1.9875,,,,
7.2E+12,05/10/2011,1.9825,,,,
7.2E+12,05/11/2011,1.9175,,,,
7.2E+12,05/12/2011,1.8775,,,,
7.2E+12,05/13/2011,1.9575,,,,
7.2E+12,05/16/2011,1.8125,,,,
7.2E+12,05/17/2011,1.8025,,,,
7.2E+12,05/18/2011,1.7875,,,,
7.2E+12,05/19/2011,1.7975,,,,
7.2E+12,05/20/2011,1.8825,,,,
7.2E+12,05/23/2011,1.8575,,,,
7.2E+12,05/24/2011,1.8125,,,,
7.2E+12,05/25/2011,1.8775,,,,
7.2E+12,05/26/2011,1.9625,,,,
7.2E+12,05/27/2011,2.0025,,,,
7.2E+12,05/30/2011,1.9275,,,,
7.2E+12,05/31/2011,1.9875,,,,
7.2E+12,06/01/2011,1.9675,,,,
7.2E+12,06/02/2011,1.9375,,,,
7.2E+12,06/03/2011,1.8825,,,,
7.2E+12,06/06/2011,1.9575,,,,
7.2E+12,06/07/2011,1.9475,,,,
7.2E+12,06/08/2011,1.9525,,,,
7.2E+12,06/09/2011,1.9325,,,,
7.2E+12,06/10/2011,1.9275,,,,
7.2E+12,06/13/2011,1.9475,,,,
7.2E+12,06/14/2011,1.8975,,,,
7.2E+12,06/15/2011,1.8775,,,,
7.2E+12,06/16/2011,1.8975,,,,
7.2E+12,06/17/2011,1.9325,,,,
7.2E+12,06/20/2011,1.7575,,,,
7.2E+12,06/21/2011,1.7875,,,,
7.2E+12,06/22/2011,1.8625,,,,
7.2E+12,06/23/2011,1.8075,,,,
7.2E+12,06/24/2011,1.9025,,,,
7.2E+12,06/27/2011,1.9375,,,,
7.2E+12,06/28/2011,1.8975,,,,
7.2E+12,06/29/2011,1.7475,,,,
7.2E+12,06/30/2011,1.8075,,,,
7.2E+12,07/01/2011,1.815,,,,
7.2E+12,07/04/2011,1.855,,,,
7.2E+12,07/05/2011,1.8575,,,,
7.2E+12,07/06/2011,1.8725,,,,
7.2E+12,07/07/2011,1.9225,,,,
7.2E+12,07/08/2011,1.8825,,,,
7.2E+12,07/11/2011,1.9325,,,,
7.2E+12,07/12/2011,1.7825,,,,
7.2E+12,07/13/2011,1.7125,,,,
7.2E+12,07/14/2011,1.6525,,,,
7.2E+12,07/15/2011,1.7225,,,,
7.2E+12,07/18/2011,1.8975,,,,
7.2E+12,07/19/2011,1.8825,,,,
7.2E+12,07/20/2011,1.9025,,,,
7.2E+12,07/21/2011,1.9225,,,,
7.2E+12,07/22/2011,1.685,,,,
7.2E+12,07/25/2011,1.8575,,,,
7.2E+12,07/26/2011,1.8675,,,,
7.2E+12,07/27/2011,1.7325,,,,
7.2E+12,07/28/2011,1.8525,,,,
7.2E+12,07/29/2011,1.8675,,,,
7.2E+12,08/01/2011,1.8575,,,,
7.2E+12,08/02/2011,1.9375,,,,
7.2E+12,08/03/2011,1.9275,,,,
7.2E+12,08/04/2011,2.0025,,,,
7.2E+12,08/05/2011,1.9125,,,,
7.2E+12,08/08/2011,2.0175,,,,
7.2E+12,08/09/2011,1.9325,,,,
7.2E+12,08/10/2011,1.7975,,,,
7.2E+12,08/11/2011,1.5925,,,,
7.2E+12,08/12/2011,1.5875,,,,
7.2E+12,08/15/2011,1.4925,,,,
7.2E+12,08/16/2011,1.7725,,,,
7.2E+12,08/17/2011,1.3525,,,,
7.2E+12,08/18/2011,1.2925,,,,
7.2E+12,08/19/2011,1.7425,,,,
7.2E+12,08/22/2011,1.8875,,,,
7.2E+12,08/23/2011,1.7975,,,,
7.2E+12,08/24/2011,1.7975,,,,
7.2E+12,08/25/2011,1.7975,,,,
7.2E+12,08/26/2011,1.7975,,,,
7.2E+12,08/29/2011,1.7975,,,,
7.2E+12,08/30/2011,1.7975,,,,
7.2E+12,08/31/2011,1.9575,,,,
7.2E+12,09/01/2011,1.9625,,,,
7.2E+12,09/02/2011,2.0875,,,,
